Time,RPM,MAP,TP,lambda,MAT,CLT,Gego,Gwarm,Gbaro,Gammae,TPSacc,Gve,PW,PW_raw,IacDC,IacSteps,DutyCycle1,lambdaTarget,Spark,Dwell,EGT #1,Vbatt,IacInt,speed_rpm_ratio,altitude,speed,course,distance,distance_sum,inst_Vems,torque,torque_nominal,L100km,lambda_corr_ego,lambda_corr_ego,afr_diff,corrected_ve
0,2015,57.5,1.6,0.898,29,85,92,100,100,97,0,90,4.18,3.424,18,46,7,0.901,40,4.03,632,12.24,123,0,0,0,0,0,0,2.691,42.515,40.857,255,0.826,0.826,1.004,82.475
0.062,2010,71.5,1.6,0.894,29,85,92,100,100,97,0,90,5.02,4.256,18,46,8.4,0.901,40,4.03,632,12.12,123,0,0,0,0,0,0,3.336,41.625,39.964,255,0.822,0.822,1.009,82.084
0.109,2009,70.8,1.6,0.894,29,85,92,100,100,97,0,90,4.964,4.2,18,46,8.3,0.901,40,4.03,632,12.12,123,0,0,0,0,0,0,3.291,41.724,40.064,255,0.822,0.822,1.009,82.084
0.156,2017,85.8,1.6,0.896,29,85,92,100,100,97,0,90,5.848,5.092,18,47,9.8,0.901,40,4.03,632,12.24,123,0,0,0,0,0,0,4.006,45.973,44.328,255,0.824,0.824,1.006,82.28
0.203,2002,72,1.6,0.9,29,85,92,100,100,97,0,90,5.056,4.292,18,47,8.4,0.901,40,4.03,632,12.12,123,0,0,0,0,0,0,3.351,41.922,40.262,255,0.828,0.828,1.002,82.671
0.25,2006,58.3,1.6,0.9,29,85,92,100,100,97,0,90,4.212,3.456,18,46,7,0.901,40,4.03,632,12.24,123,0,0,0,0,0,0,2.704,42.811,41.155,255,0.828,0.828,1.002,82.671
0.296,2009,70.3,1.6,0.9,29,85,92,100,100,97,0,90,4.18,3.424,18,46,7,0.901,40,4.03,632,12.24,123,0,0,0,0,0,0,2.683,44.985,43.336,255,0.828,0.828,1.002,82.671
0.343,2006,70.5,1.6,0.9,29,85,92,100,100,97,0,90,4.956,4.2,18,46,8.3,0.901,40,4.03,632,12.24,123,0,0,0,0,0,0,3.286,42.712,41.055,255,0.828,0.828,1.002,82.671
0.39,2016,85.8,1.6,0.9,29,85,92,100,100,97,0,90,5.848,5.092,18,46,9.8,0.901,40,4.03,632,12.24,123,0,0,0,0,0,0,4.004,44.886,43.237,255,0.828,0.828,1.002,82.671
0.437,2003,72,1.6,0.898,29,85,92,100,100,97,0,90,5.048,4.292,18,46,8.4,0.901,40,4.03,632,12.24,123,0,0,0,0,0,0,3.353,41.625,39.964,255,0.826,0.826,1.004,82.475
0.484,2009,58,1.6,0.898,29,85,92,100,100,97,0,90,4.212,3.456,18,47,7.1,0.901,40,4.03,632,12.24,123,0,0,0,0,0,0,2.708,44.787,43.138,255,0.826,0.826,1.004,82.475
0.531,2008,70,1.6,0.9,29,85,92,100,100,97,0,90,4.928,4.164,18,47,8.2,0.901,40,4.03,632,12.12,123,0,0,0,0,0,0,3.261,40.44,38.774,255,0.828,0.828,1.002,82.671
0.578,2018,85.5,1.6,0.894,29,85,92,100,100,97,0,90,5.848,5.092,18,46,9.8,0.901,40,4.03,632,12.24,123,0,0,0,0,0,0,4.008,42.811,41.155,255,0.822,0.822,1.009,82.084
0.625,2019,71.5,1.6,0.896,29,85,92,100,100,97,0,90,5.816,5.06,18,46,9.8,0.901,40,4.03,632,12.24,123,0,0,0,0,0,0,3.984,44.886,43.237,255,0.824,0.824,1.006,82.28
0.671,2008,71.8,1.6,0.896,29,85,92,100,100,97,0,90,5.012,4.256,18,46,8.4,0.901,40,4.03,632,12.24,123,0,0,0,0,0,0,3.333,42.317,40.659,255,0.824,0.824,1.006,82.28
0.718,2014,57.8,1.6,0.896,29,85,92,100,100,97,0,90,4.188,3.424,18,46,7,0.901,40,4.03,632,12.12,123,0,0,0,0,0,0,2.689,44.491,42.84,255,0.824,0.824,1.006,82.28
