Time,RPM,MAP,TP,lambda,MAT,CLT,Gego,Gwarm,Gbaro,Gammae,TPSacc,Gve,PW,PW_raw,IacDC,IacSteps,DutyCycle1,lambdaTarget,Spark,Dwell,EGT #1,Vbatt,IacInt,speed_rpm_ratio,altitude,speed,course,distance,distance_sum,inst_Vems,torque,torque_nominal,L100km,lambda_corr_ego,lambda_corr_ego,afr_diff,corrected_ve
0,2032,57.5,1.6,0.998,27,84,94,100,100,98,0,90,3.956,3.192,18,46,6.7,1,40,4.03,644,12.12,123,0,0,0,0,0,0,2.53,42.91,41.254,255,0.938,0.938,1.002,84.42
0.046,2031,69.5,1.6,0.996,27,84,94,100,100,98,0,90,3.968,3.212,18,46,6.7,1,40,4.03,644,12.24,123,0,0,0,0,0,0,2.544,42.515,40.857,255,0.936,0.936,1.004,84.24
0.093,2031,57.3,1.6,0.998,27,84,94,100,100,98,0,90,3.92,3.164,18,46,6.6,1,40,4.03,644,12.24,123,0,0,0,0,0,0,2.506,43.009,41.353,255,0.938,0.938,1.002,84.42
0.14,2027,69.5,1.6,0.998,27,84,94,100,100,98,0,90,4.616,3.86,18,46,7.8,1,40,4.03,644,12.24,123,0,0,0,0,0,0,3.051,40.637,38.973,255,0.938,0.938,1.002,84.42
0.187,2038,84.8,1.6,0.996,27,84,94,100,100,98,0,90,5.456,4.7,18,46,9.3,1,40,4.03,644,12.24,123,0,0,0,0,0,0,3.736,44.59,42.94,255,0.936,0.936,1.004,84.24
0.234,2027,70.8,1.6,0.998,27,84,94,100,100,98,0,90,4.672,3.908,18,46,7.9,1,40,4.03,644,12.12,123,0,0,0,0,0,0,3.089,41.032,39.369,255,0.938,0.938,1.002,84.42
0.281,2035,58.3,1.6,0.996,27,84,94,100,100,98,0,90,3.968,3.212,18,46,6.7,1,40,4.03,644,12.24,123,0,0,0,0,0,0,2.549,43.7,42.047,255,0.936,0.936,1.004,84.24
0.328,2033,70,1.6,0.989,27,84,94,100,100,98,0,90,3.968,3.212,18,46,6.7,1,40,4.03,643,12.24,123,0,0,0,0,0,0,2.547,43.009,41.353,255,0.93,0.93,1.011,83.7
0.375,2027,70.5,1.6,0.996,27,84,94,100,100,98,0,90,4.664,3.908,18,46,7.9,1,40,4.03,644,12.24,123,0,0,0,0,0,0,3.089,40.242,38.576,255,0.936,0.936,1.004,84.24
0.421,2036,84.5,1.6,0.998,27,84,94,100,100,98,0,90,5.464,4.7,18,46,9.3,1,40,4.03,643,12.12,123,0,0,0,0,0,0,3.732,43.305,41.65,255,0.938,0.938,1.002,84.42
