Time,RPM,MAP,TP,lambda,MAT,CLT,Gego,Gwarm,Gbaro,Gammae,TPSacc,Gve,PW,PW_raw,IacDC,IacSteps,DutyCycle1,lambdaTarget,Spark,Dwell,EGT #1,Vbatt,IacInt,speed_rpm_ratio,altitude,speed,course,distance,distance_sum,inst_Vems,torque,torque_nominal,L100km,lambda_corr_ego,lambda_corr_ego,afr_diff,corrected_ve
0,2007,58.3,1.6,1.1,30,85,99,100,100,97,0,90,3.804,3.04,18,46,6.4,1.099,30,4.03,675,12.12,123,0,0,0,0,0,0,2.379,38.859,37.188,255,1.089,1.089,0.999,89.204
0.047,1996,69.8,1.6,1.1,30,85,99,100,100,97,0,90,4.392,3.636,18,47,7.3,1.099,30,4.03,675,12.24,123,0,0,0,0,0,0,2.83,37.673,35.998,255,1.089,1.089,0.999,89.204
0.094,2018,85.3,1.6,1.1,30,85,99,100,100,97,0,90,5.216,4.452,18,47,8.8,1.099,30,4.03,675,12.12,123,0,0,0,0,0,0,3.504,38.957,37.287,255,1.089,1.089,0.999,89.204
0.14,2003,71.8,1.6,1.1,30,85,99,100,100,97,0,90,5.208,4.452,18,47,8.7,1.099,30,4.03,674,12.24,123,0,0,0,0,0,0,3.478,37.969,36.295,255,1.089,1.089,0.999,89.204
0.187,1986,71.3,1.6,1.1,30,85,99,100,100,97,0,90,4.476,3.72,18,47,7.4,1.099,30,4.03,674,12.24,123,0,0,0,0,0,0,2.881,37.08,35.403,255,1.089,1.089,0.999,89.204
0.234,2004,58,1.6,1.1,30,85,99,100,100,97,0,90,3.796,3.04,18,46,6.3,1.099,30,4.03,674,12.24,123,0,0,0,0,0,0,2.376,39.254,37.584,255,1.089,1.089,0.999,89.204
0.281,1996,69.5,1.6,1.098,30,85,99,100,100,97,0,90,4.392,3.636,18,46,7.3,1.099,30,4.03,674,12.24,123,0,0,0,0,0,0,2.83,36.191,34.51,255,1.087,1.087,1.001,89.032
0.328,2010,85.5,1.6,1.1,30,85,99,100,100,97,0,90,5.239,4.468,18,47,8.8,1.099,30,4.03,674,12,123,0,0,0,0,0,0,3.502,39.353,37.684,255,1.089,1.089,0.999,89.204
0.375,1992,72,1.6,1.1,30,85,99,100,100,97,0,90,4.524,3.768,18,47,7.5,1.099,30,4.03,674,12.24,123,0,0,0,0,0,0,2.927,37.673,35.998,255,1.089,1.089,0.999,89.204
0.422,1996,57.8,1.6,1.1,30,85,99,100,100,97,0,90,3.775,3.004,18,47,6.3,1.099,30,4.03,674,12,123,0,0,0,0,0,0,2.338,39.254,37.584,255,1.089,1.089,0.999,89.204
0.469,1989,69.8,1.6,1.098,30,85,99,100,100,97,0,90,4.392,3.636,18,47,7.3,1.099,30,4.03,674,12.24,123,0,0,0,0,0,0,2.82,36.487,34.808,255,1.087,1.087,1.001,89.032
0.531,2010,85.5,1.6,1.1,30,85,99,100,100,97,0,90,5.232,4.468,18,46,8.8,1.099,30,4.03,674,12.12,123,0,0,0,0,0,0,3.502,37.179,35.502,255,1.089,1.089,0.999,89.204
0.578,2009,86,1.6,1.1,30,85,99,100,100,97,0,90,5.256,4.5,18,46,8.8,1.099,30,4.03,674,12.24,123,0,0,0,0,0,0,3.526,39.353,37.684,255,1.089,1.089,0.999,89.204
0.625,1995,71.5,1.6,1.1,30,85,99,100,100,97,0,90,4.492,3.736,18,47,7.5,1.099,30,4.03,674,12.24,123,0,0,0,0,0,0,2.907,37.772,36.097,255,1.089,1.089,0.999,89.204
0.672,2000,57.8,1.6,1.1,30,85,99,100,100,97,0,90,3.76,3.004,18,47,6.3,1.099,30,4.03,674,12.24,123,0,0,0,0,0,0,2.343,39.353,37.684,255,1.089,1.089,0.999,89.204
0.719,2002,69.8,1.6,1.1,30,85,99,100,100,97,0,90,4.392,3.636,18,47,7.3,1.099,30,4.03,674,12.24,123,0,0,0,0,0,0,2.839,36.685,35.006,255,1.089,1.089,0.999,89.204
0.765,2021,85,1.6,1.1,30,85,99,100,100,97,0,90,5.216,4.452,18,47,8.8,1.099,30,4.03,674,12.12,123,0,0,0,0,0,0,3.509,38.266,36.593,255,1.089,1.089,0.999,89.204
0.812,2006,71.5,1.6,1.098,30,85,99,100,100,97,0,90,4.492,3.736,18,47,7.5,1.099,30,4.03,674,12.24,123,0,0,0,0,0,0,2.923,37.278,35.601,255,1.087,1.087,1.001,89.032
0.859,2012,58,1.6,1.1,30,85,99,100,100,97,0,90,3.804,3.04,18,46,6.4,1.099,30,4.03,674,12.12,123,0,0,0,0,0,0,2.385,38.365,36.692,255,1.089,1.089,0.999,89.204
