Time,RPM,MAP,TP,lambda,MAT,CLT,Gego,Gwarm,Gbaro,Gammae,TPSacc,Gve,PW,PW_raw,IacDC,IacSteps,DutyCycle1,lambdaTarget,Spark,Dwell,EGT #1,Vbatt,IacInt,speed_rpm_ratio,altitude,speed,course,distance,distance_sum,inst_Vems,torque,torque_nominal,L100km,lambda_corr_ego,lambda_corr_ego,afr_diff,corrected_ve
0,2030,57.5,1.6,0.904,29,85,92,100,100,97,0,90,4.204,3.44,18,46,7.1,0.901,20,4.03,688,12.12,123,0,0,0,0,0,0,2.723,39.056,37.386,255,0.832,0.832,0.997,83.062
0.047,2021,70.3,1.6,0.9,29,85,92,100,100,97,0,90,4.94,4.184,18,46,8.3,0.901,20,4.03,688,12.24,123,0,0,0,0,0,0,3.298,37.87,36.196,255,0.828,0.828,1.002,82.671
0.094,2038,85.5,1.6,0.898,29,85,92,100,100,97,0,90,5.868,5.112,18,46,10,0.901,20,4.03,687,12.24,123,0,0,0,0,0,0,4.063,39.55,37.882,255,0.826,0.826,1.004,82.475
0.157,2036,85,1.6,0.9,29,85,92,100,100,97,0,90,5.84,5.084,18,46,9.9,0.901,20,4.03,687,12.24,123,0,0,0,0,0,0,4.037,37.969,36.295,255,0.828,0.828,1.002,82.671
0.204,2013,71,1.6,0.904,29,85,92,100,100,97,0,90,5,4.244,18,47,8.4,0.901,20,4.03,687,12.24,123,0,0,0,0,0,0,3.332,35.795,34.114,255,0.832,0.832,0.997,83.062
0.25,2022,57.5,1.6,0.902,29,85,92,100,100,97,0,90,4.196,3.44,18,47,7.1,0.901,20,4.03,687,12.24,123,0,0,0,0,0,0,2.713,38.463,36.791,255,0.83,0.83,0.999,82.866
0.297,2017,70.8,1.6,0.896,29,85,92,100,100,97,0,90,4.98,4.216,18,46,8.4,0.901,20,4.03,687,12.12,123,0,0,0,0,0,0,3.316,35.4,33.717,255,0.824,0.824,1.006,82.28
0.344,2034,85.3,1.6,0.894,29,85,92,100,100,97,0,90,5.84,5.084,18,46,9.9,0.901,20,4.03,688,12.24,123,0,0,0,0,0,0,4.033,38.266,36.593,255,0.822,0.822,1.009,82.084
0.391,2019,71.3,1.6,0.894,29,85,92,100,100,97,0,90,5.008,4.244,18,46,8.4,0.901,20,4.03,687,12.12,123,0,0,0,0,0,0,3.342,37.772,36.097,255,0.822,0.822,1.009,82.084
0.438,2013,71.3,1.6,0.896,29,85,92,100,100,97,0,90,5,4.244,18,46,8.4,0.901,20,4.03,687,12.24,123,0,0,0,0,0,0,3.332,35.4,33.717,255,0.824,0.824,1.006,82.28
0.485,2019,57.8,1.6,0.898,29,85,92,100,100,97,0,90,4.196,3.44,18,46,7.1,0.901,20,4.03,687,12.24,123,0,0,0,0,0,0,2.709,38.562,36.89,255,0.826,0.826,1.004,82.475
0.532,2015,69.8,1.6,0.898,29,85,92,100,100,97,0,90,4.908,4.152,18,46,8.2,0.901,20,4.03,687,12.24,123,0,0,0,0,0,0,3.263,35.795,34.114,255,0.826,0.826,1.004,82.475
