Time,RPM,MAP,TP,lambda,MAT,CLT,Gego,Gwarm,Gbaro,Gammae,TPSacc,Gve,PW,PW_raw,IacDC,IacSteps,DutyCycle1,lambdaTarget,Spark,Dwell,EGT #1,Vbatt,IacInt,speed_rpm_ratio,altitude,speed,course,distance,distance_sum,inst_Vems,torque,torque_nominal,L100km,lambda_corr_ego,lambda_corr_ego,afr_diff,corrected_ve
0,2008,69.5,1.6,1.1,30,85,99,100,100,97,0,90,4.408,3.652,18,46,7.4,1.099,35,4.03,647,12.24,123,0,0,0,0,0,0,2.86,37.179,35.502,255,1.089,1.089,0.999,89.204
0.046,2025,85.3,1.6,1.1,30,85,99,100,100,97,0,90,5.232,4.468,18,46,8.8,1.099,35,4.03,647,12.12,123,0,0,0,0,0,0,3.529,39.353,37.684,255,1.089,1.089,0.999,89.204
0.093,2011,71.5,1.6,1.098,30,85,99,100,100,97,0,90,4.516,3.752,18,47,7.6,1.099,35,4.03,647,12.12,123,0,0,0,0,0,0,2.943,37.87,36.196,255,1.087,1.087,1.001,89.032
0.14,2018,57.5,1.6,1.1,30,85,99,100,100,97,0,90,3.772,3.016,18,47,6.3,1.099,35,4.03,647,12.24,123,0,0,0,0,0,0,2.374,39.55,37.882,255,1.089,1.089,0.999,89.204
0.187,2019,58,1.6,1.1,30,85,99,100,100,97,0,90,3.808,3.052,18,47,6.4,1.099,35,4.03,647,12.24,123,0,0,0,0,0,0,2.403,40.538,38.874,255,1.089,1.089,0.999,89.204
0.234,2016,69.8,1.6,1.098,30,85,99,100,100,97,0,90,4.408,3.652,18,46,7.4,1.099,35,4.03,647,12.24,123,0,0,0,0,0,0,2.871,37.376,35.7,255,1.087,1.087,1.001,89.032
0.281,2031,84.8,1.6,1.1,30,85,99,100,100,97,0,90,5.188,4.432,18,46,8.8,1.099,35,4.03,647,12.24,123,0,0,0,0,0,0,3.511,41.032,39.369,255,1.089,1.089,0.999,89.204
0.328,2015,71.3,1.6,1.1,30,85,99,100,100,97,0,90,4.5,3.736,18,46,7.6,1.099,35,4.03,647,12.12,123,0,0,0,0,0,0,2.936,38.661,36.989,255,1.089,1.089,0.999,89.204
0.375,2022,57.3,1.6,1.1,30,85,99,100,100,97,0,90,3.74,2.984,18,46,6.3,1.099,35,4.03,647,12.24,123,0,0,0,0,0,0,2.353,39.353,37.684,255,1.089,1.089,0.999,89.204
0.421,2016,70.3,1.6,1.098,30,85,99,100,100,97,0,90,4.432,3.668,18,47,7.4,1.099,35,4.03,647,12.12,123,0,0,0,0,0,0,2.884,37.673,35.998,255,1.087,1.087,1.001,89.032
0.468,2020,69.8,1.6,1.1,30,85,99,100,100,97,0,90,4.408,3.652,18,47,7.4,1.099,35,4.03,647,12.24,123,0,0,0,0,0,0,2.877,39.254,37.584,255,1.089,1.089,0.999,89.204
0.515,2036,84.8,1.6,1.1,30,85,99,100,100,97,0,90,5.188,4.432,18,46,8.8,1.099,35,4.03,647,12.24,123,0,0,0,0,0,0,3.519,41.428,39.766,255,1.089,1.089,0.999,89.204
0.562,2021,71,1.6,1.1,30,85,99,100,100,97,0,90,4.492,3.736,18,46,7.6,1.099,35,4.03,647,12.24,123,0,0,0,0,0,0,2.945,39.056,37.386,255,1.089,1.089,0.999,89.204
0.609,2024,57.3,1.6,1.1,30,85,99,100,100,97,0,90,3.748,2.984,18,47,6.3,1.099,35,4.03,647,12.12,123,0,0,0,0,0,0,2.355,41.823,40.163,255,1.089,1.089,0.999,89.204
0.656,2018,70.3,1.6,1.1,30,85,99,100,100,97,0,90,4.424,3.668,18,47,7.4,1.099,35,4.03,647,12.24,123,0,0,0,0,0,0,2.887,38.661,36.989,255,1.089,1.089,0.999,89.204
0.703,2033,84.8,1.6,1.094,30,85,99,100,100,97,0,90,5.188,4.432,18,46,8.8,1.099,35,4.03,647,12.24,123,0,0,0,0,0,0,3.514,38.859,37.188,255,1.083,1.083,1.005,88.687
0.75,2034,85,1.6,1.094,30,85,99,100,100,97,0,90,5.224,4.468,18,46,8.9,1.099,35,4.03,647,12.24,123,0,0,0,0,0,0,3.544,40.835,39.171,255,1.083,1.083,1.005,88.687
0.796,2013,71,1.6,1.098,30,85,99,100,100,97,0,90,4.492,3.736,18,46,7.5,1.099,35,4.03,647,12.24,123,0,0,0,0,0,0,2.933,37.87,36.196,255,1.087,1.087,1.001,89.032
0.843,2017,57.5,1.6,1.098,30,85,99,100,100,97,0,90,3.772,3.016,18,46,6.3,1.099,35,4.03,647,12.24,123,0,0,0,0,0,0,2.372,40.538,38.874,255,1.087,1.087,1.001,89.032
0.89,2013,69.5,1.6,1.094,30,85,99,100,100,97,0,90,4.416,3.652,18,47,7.4,1.099,35,4.03,647,12.12,123,0,0,0,0,0,0,2.867,38.266,36.593,255,1.083,1.083,1.005,88.687
0.937,2029,85,1.6,1.098,30,85,99,100,100,97,0,90,5.224,4.468,18,47,8.8,1.099,35,4.03,647,12.24,123,0,0,0,0,0,0,3.536,40.835,39.171,255,1.087,1.087,1.001,89.032
0.984,2015,71,1.6,1.1,30,85,99,100,100,97,0,90,4.5,3.736,18,47,7.6,1.099,35,4.03,647,12.12,123,0,0,0,0,0,0,2.936,38.562,36.89,255,1.089,1.089,0.999,89.204
1.031,2021,57.5,1.6,1.1,30,85,99,100,100,97,0,90,3.772,3.016,18,46,6.4,1.099,35,4.03,647,12.24,123,0,0,0,0,0,0,2.377,38.661,36.989,255,1.089,1.089,0.999,89.204
1.078,2021,57.8,1.6,1.1,30,85,99,100,100,97,0,90,3.78,3.016,18,46,6.4,1.099,35,4.03,647,12.12,123,0,0,0,0,0,0,2.377,41.527,39.865,255,1.089,1.089,0.999,89.204
1.125,2016,70.3,1.6,1.098,30,85,99,100,100,97,0,90,4.424,3.668,18,46,7.4,1.099,35,4.03,647,12.24,123,0,0,0,0,0,0,2.884,38.068,36.394,255,1.087,1.087,1.001,89.032
1.171,2029,85,1.6,1.094,30,85,99,100,100,97,0,90,5.239,4.468,18,46,8.9,1.099,35,4.03,647,12,123,0,0,0,0,0,0,3.536,41.823,40.163,255,1.083,1.083,1.005,88.687
1.218,2009,71.5,1.6,1.094,30,85,99,100,100,97,0,90,4.508,3.752,18,46,7.5,1.099,35,4.03,647,12.24,123,0,0,0,0,0,0,2.94,39.353,37.684,255,1.083,1.083,1.005,88.687
1.265,2019,57.5,1.6,1.094,30,85,99,100,100,97,0,90,3.787,3.016,18,46,6.4,1.099,35,4.03,647,12,123,0,0,0,0,0,0,2.375,41.625,39.964,255,1.083,1.083,1.005,88.687
1.312,2007,70,1.6,1.089,30,85,99,100,100,97,0,90,4.424,3.668,18,46,7.4,1.099,35,4.03,647,12.24,123,0,0,0,0,0,0,2.871,38.76,37.089,255,1.078,1.078,1.009,88.342
1.359,2002,85.5,1.6,1.089,30,85,99,100,100,97,0,90,4.416,3.652,18,46,7.4,1.099,35,4.03,647,12.12,123,0,0,0,0,0,0,2.851,38.068,36.394,255,1.078,1.078,1.009,88.342
1.406,2021,85,1.6,1.098,30,85,99,100,100,97,0,90,5.224,4.468,18,47,8.8,1.099,35,4.03,647,12.24,123,0,0,0,0,0,0,3.522,41.527,39.865,255,1.087,1.087,1.001,89.032
1.453,2005,71,1.6,1.098,30,85,99,100,100,97,0,90,4.492,3.736,18,47,7.5,1.099,35,4.03,647,12.24,123,0,0,0,0,0,0,2.921,38.463,36.791,255,1.087,1.087,1.001,89.032
1.5,2012,57.8,1.6,1.098,30,85,99,100,100,97,0,90,3.772,3.016,18,47,6.3,1.099,35,4.03,647,12.24,123,0,0,0,0,0,0,2.367,41.032,39.369,255,1.087,1.087,1.001,89.032
1.546,2006,69.8,1.6,1.094,30,85,99,100,100,97,0,90,4.408,3.652,18,47,7.4,1.099,35,4.03,647,12.24,123,0,0,0,0,0,0,2.857,39.254,37.584,255,1.083,1.083,1.005,88.687
1.593,2019,85.3,1.6,1.089,30,85,99,100,100,97,0,90,5.232,4.468,18,46,8.8,1.099,35,4.03,647,12.12,123,0,0,0,0,0,0,3.518,41.428,39.766,255,1.078,1.078,1.009,88.342
1.64,2005,71.3,1.6,1.098,30,85,99,100,100,97,0,90,4.5,3.736,18,46,7.5,1.099,35,4.03,647,12.12,123,0,0,0,0,0,0,2.921,39.748,38.08,255,1.087,1.087,1.001,89.032
1.687,2003,57.8,1.6,1.098,30,85,99,100,100,97,0,90,4.508,3.752,18,46,7.5,1.099,35,4.03,647,12.24,123,0,0,0,0,0,0,2.931,39.353,37.684,255,1.087,1.087,1.001,89.032
1.734,2008,58.3,1.6,1.094,30,85,99,100,100,97,0,90,3.808,3.052,18,47,6.4,1.099,35,4.03,647,12.24,123,0,0,0,0,0,0,2.39,40.934,39.27,255,1.083,1.083,1.005,88.687
1.781,2000,70.5,1.6,1.098,30,85,99,100,100,97,0,90,4.456,3.7,18,47,7.4,1.099,35,4.03,647,12.24,123,0,0,0,0,0,0,2.886,37.87,36.196,255,1.087,1.087,1.001,89.032
1.828,2015,85,1.6,1.098,30,85,99,100,100,97,0,90,5.224,4.468,18,47,8.8,1.099,35,4.03,647,12.24,123,0,0,0,0,0,0,3.511,40.637,38.973,255,1.087,1.087,1.001,89.032
1.875,2004,71.8,1.6,1.098,30,85,99,100,100,97,0,90,4.523,3.752,18,47,7.6,1.099,35,4.03,647,12,123,0,0,0,0,0,0,2.932,39.254,37.584,255,1.087,1.087,1.001,89.032
1.921,2010,57.3,1.6,1.098,30,85,99,100,100,97,0,90,3.74,2.984,18,46,6.3,1.099,35,4.03,646,12.24,123,0,0,0,0,0,0,2.339,38.859,37.188,255,1.087,1.087,1.001,89.032
1.968,2008,70.5,1.6,1.098,30,85,99,100,100,97,0,90,4.464,3.7,18,46,7.5,1.099,35,4.03,646,12.12,123,0,0,0,0,0,0,2.898,38.167,36.494,255,1.087,1.087,1.001,89.032
2.015,2023,85.3,1.6,1.1,30,85,99,100,100,97,0,90,5.224,4.468,18,47,8.8,1.099,35,4.03,646,12.24,123,0,0,0,0,0,0,3.525,39.056,37.386,255,1.089,1.089,0.999,89.204
2.062,2021,85.3,1.6,1.098,30,85,99,100,100,97,0,90,5.224,4.468,18,47,8.8,1.099,35,4.03,646,12.24,123,0,0,0,0,0,0,3.522,40.637,38.973,255,1.087,1.087,1.001,89.032
2.109,2006,72,1.6,1.094,30,85,99,100,100,97,0,90,4.54,3.784,18,46,7.6,1.099,35,4.03,647,12.24,123,0,0,0,0,0,0,2.96,38.463,36.791,255,1.083,1.083,1.005,88.687
2.156,2011,57.8,1.6,1.089,30,85,99,100,100,97,0,90,3.772,3.016,18,46,6.3,1.099,35,4.03,646,12.24,123,0,0,0,0,0,0,2.365,41.23,39.568,255,1.078,1.078,1.009,88.342
2.203,1996,70,1.6,1.089,30,85,99,100,100,97,0,90,4.424,3.668,18,46,7.4,1.099,35,4.03,647,12.24,123,0,0,0,0,0,0,2.855,38.562,36.89,255,1.078,1.078,1.009,88.342
2.25,2012,85.3,1.6,1.098,30,85,99,100,100,97,0,90,5.224,4.468,18,46,8.8,1.099,35,4.03,646,12.24,123,0,0,0,0,0,0,3.506,38.859,37.188,255,1.087,1.087,1.001,89.032
2.296,1998,72.5,1.6,1.098,30,85,99,100,100,97,0,90,4.556,3.8,18,47,7.6,1.099,35,4.03,646,12.24,123,0,0,0,0,0,0,2.961,38.266,36.593,255,1.087,1.087,1.001,89.032
2.343,2002,57.5,1.6,1.089,30,85,99,100,100,97,0,90,3.772,3.016,18,47,6.3,1.099,35,4.03,646,12.24,123,0,0,0,0,0,0,2.355,39.155,37.485,255,1.078,1.078,1.009,88.342
2.39,2002,57.3,1.6,1.089,30,85,99,100,100,97,0,90,3.74,2.984,18,47,6.2,1.099,35,4.03,646,12.24,123,0,0,0,0,0,0,2.33,40.242,38.576,255,1.078,1.078,1.009,88.342
2.437,1997,69.3,1.6,1.098,30,85,99,100,100,97,0,90,4.372,3.616,18,47,7.3,1.099,35,4.03,646,12.24,123,0,0,0,0,0,0,2.816,38.661,36.989,255,1.087,1.087,1.001,89.032
2.5,1989,70,1.6,1.098,30,85,99,100,100,97,0,90,4.424,3.668,18,46,7.3,1.099,35,4.03,646,12.24,123,0,0,0,0,0,0,2.845,37.673,35.998,255,1.087,1.087,1.001,89.032
2.546,2007,85.3,1.6,1.098,30,85,99,100,100,97,0,90,5.232,4.468,18,46,8.7,1.099,35,4.03,646,12.12,123,0,0,0,0,0,0,3.497,41.032,39.369,255,1.087,1.087,1.001,89.032
2.593,1996,71.8,1.6,1.1,30,85,99,100,100,97,0,90,4.508,3.752,18,47,7.5,1.099,35,4.03,646,12.24,123,0,0,0,0,0,0,2.921,39.946,38.279,255,1.089,1.089,0.999,89.204
2.64,2001,57.8,1.6,1.1,30,85,99,100,100,97,0,90,3.78,3.016,18,47,6.3,1.099,35,4.03,646,12.12,123,0,0,0,0,0,0,2.354,41.922,40.262,255,1.089,1.089,0.999,89.204
