Time,RPM,MAP,TP,lambda,MAT,CLT,Gego,Gwarm,Gbaro,Gammae,TPSacc,Gve,PW,PW_raw,IacDC,IacSteps,DutyCycle1,lambdaTarget,Spark,Dwell,EGT #1,Vbatt,IacInt,speed_rpm_ratio,altitude,speed,course,distance,distance_sum,inst_Vems,torque,torque_nominal,L100km,lambda_corr_ego,lambda_corr_ego,afr_diff,corrected_ve
0,1987,72,1.6,1.009,27,84,94,100,100,98,0,90,4.776,4.02,18,46,7.9,1,30,4.03,666,12.24,123,0,0,0,0,0,0,3.115,39.847,38.179,255,0.948,0.948,0.992,85.32
0.047,1994,58,1.6,1.011,27,84,94,100,100,98,0,90,3.98,3.224,18,46,6.6,1,30,4.03,666,12.24,123,0,0,0,0,0,0,2.507,41.625,39.964,255,0.95,0.95,0.989,85.5
0.094,1992,70.5,1.6,1.009,27,84,94,100,100,98,0,90,4.68,3.924,18,47,7.8,1,30,4.03,666,12.24,123,0,0,0,0,0,0,3.048,39.55,37.882,255,0.948,0.948,0.992,85.32
0.141,2003,85.5,1.6,1.011,27,84,94,100,100,98,0,90,5.532,4.768,18,47,9.2,1,30,4.03,666,12.12,123,0,0,0,0,0,0,3.725,41.823,40.163,255,0.95,0.95,0.989,85.5
0.188,1990,72.3,1.6,1.011,27,84,94,100,100,98,0,90,4.776,4.02,18,47,7.9,1,30,4.03,666,12.24,123,0,0,0,0,0,0,3.12,39.748,38.08,255,0.95,0.95,0.989,85.5
0.235,1996,58,1.6,1.011,27,84,94,100,100,98,0,90,3.988,3.224,18,47,6.6,1,30,4.03,666,12.12,123,0,0,0,0,0,0,2.51,41.823,40.163,255,0.95,0.95,0.989,85.5
0.282,1993,70.8,1.6,1.009,27,84,94,100,100,98,0,90,4.68,3.924,18,46,7.8,1,30,4.03,666,12.24,123,0,0,0,0,0,0,3.05,42.021,40.361,255,0.948,0.948,0.992,85.32
0.328,2006,85.3,1.6,1.015,27,84,94,100,100,98,0,90,5.496,4.732,18,46,9.2,1,30,4.03,666,12.12,123,0,0,0,0,0,0,3.702,42.91,41.254,255,0.954,0.954,0.985,85.86
0.375,2004,71.8,1.6,1.015,27,84,94,100,100,98,0,90,5.524,4.768,18,47,9.2,1,30,4.03,666,12.24,123,0,0,0,0,0,0,3.726,42.218,40.559,255,0.954,0.954,0.985,85.86
0.422,1990,72,1.6,1.009,27,84,94,100,100,98,0,90,4.776,4.02,18,47,7.9,1,30,4.03,666,12.24,123,0,0,0,0,0,0,3.12,40.538,38.874,255,0.948,0.948,0.992,85.32
0.469,1995,58.5,1.6,0.998,27,84,94,100,100,98,0,90,4.012,3.256,18,47,6.7,1,30,4.03,666,12.24,123,0,0,0,0,0,0,2.533,42.218,40.559,255,0.938,0.938,1.002,84.42
0.547,1989,72,1.6,1.002,27,84,94,100,100,98,0,90,4.776,4.02,18,47,7.9,1,30,4.03,666,12.24,123,0,0,0,0,0,0,3.118,40.242,38.576,255,0.942,0.942,0.998,84.78
0.594,1993,58.3,1.6,1.002,27,84,94,100,100,98,0,90,3.98,3.224,18,46,6.6,1,30,4.03,666,12.24,123,0,0,0,0,0,0,2.506,42.218,40.559,255,0.942,0.942,0.998,84.78
0.641,1990,70,1.6,0.998,27,84,94,100,100,98,0,90,4.664,3.908,18,46,7.7,1,30,4.03,666,12.24,123,0,0,0,0,0,0,3.033,39.946,38.279,255,0.938,0.938,1.002,84.42
0.688,2003,85.5,1.6,1.002,27,84,94,100,100,98,0,90,5.524,4.768,18,47,9.2,1,30,4.03,666,12.24,123,0,0,0,0,0,0,3.725,42.416,40.758,255,0.942,0.942,0.998,84.78
0.735,1988,72,1.6,1,27,84,94,100,100,98,0,90,4.776,4.02,18,47,7.9,1,30,4.03,666,12.24,123,0,0,0,0,0,0,3.117,42.021,40.361,255,0.94,0.94,1,84.6
0.782,1986,57.5,1.6,0.998,27,84,94,100,100,98,0,90,4.744,3.988,18,47,7.9,1,30,4.03,666,12.24,123,0,0,0,0,0,0,3.089,40.143,38.477,255,0.938,0.938,1.002,84.42
0.828,1992,57.3,1.6,0.998,27,84,94,100,100,98,0,90,3.932,3.176,18,47,6.5,1,30,4.03,666,12.24,123,0,0,0,0,0,0,2.467,42.021,40.361,255,0.938,0.938,1.002,84.42
0.875,1988,71.5,1.6,0.998,27,84,94,100,100,98,0,90,4.744,3.988,18,46,7.9,1,30,4.03,666,12.24,123,0,0,0,0,0,0,3.092,40.044,38.378,255,0.938,0.938,1.002,84.42
0.922,2000,86,1.6,1.006,27,84,94,100,100,98,0,90,5.552,4.796,18,46,9.3,1,30,4.03,666,12.24,123,0,0,0,0,0,0,3.741,43.009,41.353,255,0.946,0.946,0.994,85.14
0.969,1982,72.5,1.6,1.006,27,84,94,100,100,98,0,90,4.792,4.036,18,47,7.9,1,30,4.03,666,12.24,123,0,0,0,0,0,0,3.12,39.451,37.783,255,0.946,0.946,0.994,85.14
1.016,1987,58.3,1.6,1.002,27,84,94,100,100,98,0,90,3.98,3.224,18,47,6.6,1,30,4.03,666,12.24,123,0,0,0,0,0,0,2.498,42.613,40.956,255,0.942,0.942,0.998,84.78
1.063,1980,71,1.6,1.009,27,84,94,100,100,98,0,90,4.712,3.956,18,47,7.8,1,30,4.03,665,12.24,123,0,0,0,0,0,0,3.055,40.736,39.072,255,0.948,0.948,0.992,85.32
1.11,1992,85.5,1.6,1.002,27,84,94,100,100,98,0,90,5.524,4.768,18,47,9.2,1,30,4.03,666,12.24,123,0,0,0,0,0,0,3.704,40.934,39.27,255,0.942,0.942,0.998,84.78
1.157,1982,72,1.6,1,27,84,94,100,100,98,0,90,4.776,4.02,18,47,7.9,1,30,4.03,665,12.24,123,0,0,0,0,0,0,3.107,40.934,39.27,255,0.94,0.94,1,84.6
1.203,1985,58,1.6,1,27,84,94,100,100,98,0,90,3.98,3.224,18,46,6.6,1,30,4.03,665,12.24,123,0,0,0,0,0,0,2.496,41.329,39.667,255,0.94,0.94,1,84.6
1.25,1984,58.3,1.6,0.996,27,84,94,100,100,98,0,90,3.988,3.224,18,46,6.6,1,30,4.03,665,12.12,123,0,0,0,0,0,0,2.495,43.009,41.353,255,0.936,0.936,1.004,84.24
1.297,1978,70.8,1.6,1,27,84,94,100,100,98,0,90,4.68,3.924,18,47,7.7,1,30,4.03,665,12.24,123,0,0,0,0,0,0,3.027,39.748,38.08,255,0.94,0.94,1,84.6
1.344,1990,85.8,1.6,1.002,27,84,94,100,100,98,0,90,5.524,4.768,18,47,9.2,1,30,4.03,665,12.24,123,0,0,0,0,0,0,3.7,42.119,40.46,255,0.942,0.942,0.998,84.78
1.391,1979,71.8,1.6,0.998,27,84,94,100,100,98,0,90,4.744,3.988,18,47,7.8,1,30,4.03,665,12.24,123,0,0,0,0,0,0,3.078,40.044,38.378,255,0.938,0.938,1.002,84.42
1.438,1985,57.8,1.6,1,27,84,94,100,100,98,0,90,3.964,3.208,18,47,6.6,1,30,4.03,665,12.24,123,0,0,0,0,0,0,2.483,42.416,40.758,255,0.94,0.94,1,84.6
1.485,1982,71,1.6,0.996,27,84,94,100,100,98,0,90,4.712,3.956,18,47,7.8,1,30,4.03,665,12.24,123,0,0,0,0,0,0,3.058,39.55,37.882,255,0.936,0.936,1.004,84.24
1.532,1993,85.8,1.6,1,27,84,94,100,100,98,0,90,5.524,4.768,18,47,9.2,1,30,4.03,665,12.24,123,0,0,0,0,0,0,3.706,42.811,41.155,255,0.94,0.94,1,84.6
1.578,1977,72.5,1.6,1.002,27,84,94,100,100,98,0,90,4.8,4.036,18,46,7.9,1,30,4.03,665,12.12,123,0,0,0,0,0,0,3.112,40.143,38.477,255,0.942,0.942,0.998,84.78
1.625,1983,58.5,1.6,0.998,27,84,94,100,100,98,0,90,4.012,3.256,18,46,6.6,1,30,4.03,665,12.24,123,0,0,0,0,0,0,2.518,39.649,37.981,255,0.938,0.938,1.002,84.42
1.672,1980,68.8,1.6,1,27,84,94,100,100,98,0,90,4.576,3.812,18,47,7.5,1,30,4.03,665,12.12,123,0,0,0,0,0,0,2.944,40.835,39.171,255,0.94,0.94,1,84.6
1.719,1982,70.5,1.6,1.009,27,84,94,100,100,98,0,90,4.68,3.924,18,47,7.7,1,30,4.03,665,12.24,123,0,0,0,0,0,0,3.033,39.946,38.279,255,0.948,0.948,0.992,85.32
1.766,1992,86,1.6,1.009,27,84,94,100,100,98,0,90,5.552,4.796,18,47,9.2,1,30,4.03,665,12.24,123,0,0,0,0,0,0,3.726,43.009,41.353,255,0.948,0.948,0.992,85.32
1.813,1976,71.8,1.6,1.011,27,84,94,100,100,98,0,90,4.744,3.988,18,47,7.8,1,30,4.03,665,12.24,123,0,0,0,0,0,0,3.073,40.637,38.973,255,0.95,0.95,0.989,85.5
1.86,1981,58.3,1.6,1.009,27,84,94,100,100,98,0,90,3.98,3.224,18,47,6.6,1,30,4.03,665,12.24,123,0,0,0,0,0,0,2.491,43.206,41.551,255,0.948,0.948,0.992,85.32
1.907,1982,70.3,1.6,1.011,27,84,94,100,100,98,0,90,4.672,3.908,18,47,7.7,1,30,4.03,665,12.12,123,0,0,0,0,0,0,3.021,39.946,38.279,255,0.95,0.95,0.989,85.5
1.953,1995,85.8,1.6,1.011,27,84,94,100,100,98,0,90,5.524,4.768,18,47,9.2,1,30,4.03,665,12.24,123,0,0,0,0,0,0,3.71,42.021,40.361,255,0.95,0.95,0.989,85.5
2,1984,71.8,1.6,1.006,27,84,94,100,100,98,0,90,4.744,3.988,18,47,7.8,1,30,4.03,665,12.24,123,0,0,0,0,0,0,3.086,40.341,38.675,255,0.946,0.946,0.994,85.14
2.047,1988,57.8,1.6,1,27,84,94,100,100,98,0,90,3.964,3.208,18,47,6.6,1,30,4.03,665,12.24,123,0,0,0,0,0,0,2.487,42.613,40.956,255,0.94,0.94,1,84.6
2.094,1984,72,1.6,1.006,27,84,94,100,100,98,0,90,4.776,4.02,18,47,7.9,1,30,4.03,665,12.24,123,0,0,0,0,0,0,3.111,41.823,40.163,255,0.946,0.946,0.994,85.14
2.141,1985,85.5,1.6,1.002,27,84,94,100,100,98,0,90,4.712,3.956,18,47,7.8,1,30,4.03,665,12.24,123,0,0,0,0,0,0,3.063,42.811,41.155,255,0.942,0.942,0.998,84.78
2.188,1995,86,1.6,1,27,84,94,100,100,98,0,90,5.552,4.796,18,47,9.2,1,30,4.03,665,12.24,123,0,0,0,0,0,0,3.732,42.119,40.46,255,0.94,0.94,1,84.6
2.235,1979,72.5,1.6,1.006,27,84,94,100,100,98,0,90,4.792,4.036,18,47,7.9,1,30,4.03,665,12.24,123,0,0,0,0,0,0,3.115,40.538,38.874,255,0.946,0.946,0.994,85.14
2.282,1984,58.5,1.6,1.009,27,84,94,100,100,98,0,90,4.012,3.256,18,46,6.6,1,30,4.03,665,12.24,123,0,0,0,0,0,0,2.519,44.096,42.444,255,0.948,0.948,0.992,85.32
2.328,1982,70.5,1.6,1.011,27,84,94,100,100,98,0,90,4.688,3.924,18,46,7.7,1,30,4.03,665,12.12,123,0,0,0,0,0,0,3.033,39.55,37.882,255,0.95,0.95,0.989,85.5
2.375,1993,85.8,1.6,0.996,27,84,94,100,100,98,0,90,5.524,4.768,18,47,9.2,1,30,4.03,665,12.24,123,0,0,0,0,0,0,3.706,43.108,41.452,255,0.936,0.936,1.004,84.24
2.422,1983,71.5,1.6,0.996,27,84,94,100,100,98,0,90,4.744,3.988,18,47,7.8,1,30,4.03,665,12.24,123,0,0,0,0,0,0,3.084,41.823,40.163,255,0.936,0.936,1.004,84.24
2.469,1986,58,1.6,0.998,27,84,94,100,100,98,0,90,3.988,3.224,18,46,6.6,1,30,4.03,665,12.12,123,0,0,0,0,0,0,2.497,41.527,39.865,255,0.938,0.938,1.002,84.42
2.516,1979,70,1.6,1,27,84,94,100,100,98,0,90,4.664,3.908,18,46,7.7,1,30,4.03,665,12.24,123,0,0,0,0,0,0,3.016,41.329,39.667,255,0.94,0.94,1,84.6
2.578,1993,85.8,1.6,1.002,27,84,94,100,100,98,0,90,5.532,4.768,18,46,9.2,1,30,4.03,665,12.12,123,0,0,0,0,0,0,3.706,41.131,39.469,255,0.942,0.942,0.998,84.78
2.625,1993,86,1.6,1.011,27,84,94,100,100,98,0,90,5.552,4.796,18,46,9.2,1,30,4.03,665,12.24,123,0,0,0,0,0,0,3.728,42.91,41.254,255,0.95,0.95,0.989,85.5
2.672,1975,72.8,1.6,1.006,27,84,94,100,100,98,0,90,4.792,4.036,18,46,7.9,1,30,4.03,665,12.24,123,0,0,0,0,0,0,3.109,40.44,38.774,255,0.946,0.946,0.994,85.14
2.719,1977,58.3,1.6,1.009,27,84,94,100,100,98,0,90,3.98,3.224,18,47,6.6,1,30,4.03,665,12.24,123,0,0,0,0,0,0,2.486,42.218,40.559,255,0.948,0.948,0.992,85.32
2.766,1976,70.3,1.6,1.015,27,84,94,100,100,98,0,90,4.664,3.908,18,47,7.7,1,30,4.03,665,12.24,123,0,0,0,0,0,0,3.012,40.44,38.774,255,0.954,0.954,0.985,85.86
2.813,1988,85.8,1.6,1.011,27,84,94,100,100,98,0,90,5.532,4.768,18,47,9.2,1,30,4.03,665,12.12,123,0,0,0,0,0,0,3.697,43.7,42.047,255,0.95,0.95,0.989,85.5
2.86,1970,72.8,1.6,1.006,27,84,94,100,100,98,0,90,4.792,4.036,18,47,7.9,1,30,4.03,665,12.24,123,0,0,0,0,0,0,3.101,40.934,39.27,255,0.946,0.946,0.994,85.14
2.907,1973,58.3,1.6,1,27,84,94,100,100,98,0,90,3.988,3.224,18,46,6.6,1,30,4.03,665,12.12,123,0,0,0,0,0,0,2.481,43.799,42.146,255,0.94,0.94,1,84.6
2.953,1972,69.8,1.6,1,27,84,94,100,100,98,0,90,4.632,3.876,18,46,7.6,1,30,4.03,665,12.24,123,0,0,0,0,0,0,2.981,41.922,40.262,255,0.94,0.94,1,84.6
3,1985,85.8,1.6,1.002,27,84,94,100,100,98,0,90,5.524,4.768,18,47,9.1,1,30,4.03,665,12.24,123,0,0,0,0,0,0,3.691,40.538,38.874,255,0.942,0.942,0.998,84.78
3.047,1969,72.3,1.6,1,27,84,94,100,100,98,0,90,4.776,4.02,18,47,7.8,1,30,4.03,665,12.24,123,0,0,0,0,0,0,3.087,41.428,39.766,255,0.94,0.94,1,84.6
3.094,1973,58.5,1.6,1,27,84,94,100,100,98,0,90,4.012,3.256,18,47,6.6,1,30,4.03,665,12.24,123,0,0,0,0,0,0,2.505,41.23,39.568,255,0.94,0.94,1,84.6
3.141,1976,58.3,1.6,1,27,84,94,100,100,98,0,90,3.988,3.224,18,47,6.6,1,30,4.03,664,12.12,123,0,0,0,0,0,0,2.485,42.91,41.254,255,0.94,0.94,1,84.6
3.188,1973,70.8,1.6,1.002,27,84,94,100,100,98,0,90,4.68,3.924,18,46,7.7,1,30,4.03,664,12.24,123,0,0,0,0,0,0,3.019,41.922,40.262,255,0.942,0.942,0.998,84.78
