Time,RPM,MAP,TP,lambda,MAT,CLT,Gego,Gwarm,Gbaro,Gammae,TPSacc,Gve,PW,PW_raw,IacDC,IacSteps,DutyCycle1,lambdaTarget,Spark,Dwell,EGT #1,Vbatt,IacInt,speed_rpm_ratio,altitude,speed,course,distance,distance_sum,inst_Vems,torque,torque_nominal,L100km,lambda_corr_ego,lambda_corr_ego,afr_diff,corrected_ve
0,1990,58.5,1.6,1.002,26,84,94,100,100,98,0,90,4.036,3.272,18,47,6.7,1,20,4.03,705,12.12,123,0,0,0,0,0,0,2.539,37.179,35.502,255,0.942,0.942,0.998,84.78
0.062,1981,70.8,1.6,1,26,84,94,100,100,98,0,90,4.696,3.94,18,47,7.8,1,20,4.03,705,12.24,123,0,0,0,0,0,0,3.044,35.301,33.618,255,0.94,0.94,1,84.6
0.109,1986,70.5,1.6,1,26,84,94,100,100,98,0,90,4.696,3.94,18,47,7.8,1,20,4.03,705,12.24,123,0,0,0,0,0,0,3.052,34.511,32.824,255,0.94,0.94,1,84.6
0.156,2003,85.8,1.6,1,26,84,94,100,100,98,0,90,5.54,4.784,18,46,9.2,1,20,4.03,705,12.24,123,0,0,0,0,0,0,3.737,36.981,35.304,255,0.94,0.94,1,84.6
0.203,1977,72,1.6,1.002,26,84,94,100,100,98,0,90,4.776,4.02,18,46,7.9,1,20,4.03,705,12.24,123,0,0,0,0,0,0,3.1,36.092,34.411,255,0.942,0.942,0.998,84.78
0.25,1997,58.3,1.6,1.006,26,84,94,100,100,98,0,90,3.996,3.24,18,46,6.7,1,20,4.03,705,12.24,123,0,0,0,0,0,0,2.523,36.388,34.709,255,0.946,0.946,0.994,85.14
0.296,1988,70.8,1.6,1.009,26,84,94,100,100,98,0,90,4.704,3.94,18,47,7.8,1,20,4.03,705,12.12,123,0,0,0,0,0,0,3.055,35.202,33.519,255,0.948,0.948,0.992,85.32
0.343,2004,85.3,1.6,1.009,26,84,94,100,100,98,0,90,5.508,4.752,18,47,9.2,1,20,4.03,705,12.24,123,0,0,0,0,0,0,3.714,33.918,32.229,255,0.948,0.948,0.992,85.32
0.39,2010,72,1.6,1.006,26,84,94,100,100,98,0,90,5.516,4.752,18,47,9.2,1,20,4.03,705,12.12,123,0,0,0,0,0,0,3.725,35.993,34.312,255,0.946,0.946,0.994,85.14
0.437,1958,71.5,1.6,1,26,84,94,100,100,98,0,90,4.744,3.988,18,47,7.7,1,20,4.03,705,12.24,123,0,0,0,0,0,0,3.045,33.918,32.229,255,0.94,0.94,1,84.6
0.484,1996,58.5,1.6,1,26,84,94,100,100,98,0,90,4.028,3.272,18,46,6.7,1,20,4.03,705,12.24,123,0,0,0,0,0,0,2.547,36.586,34.907,255,0.94,0.94,1,84.6
0.531,1967,71,1.6,1.006,26,84,94,100,100,98,0,90,4.724,3.968,18,46,7.7,1,20,4.03,705,12.24,123,0,0,0,0,0,0,3.044,34.313,32.626,255,0.946,0.946,0.994,85.14
0.578,1990,86,1.6,1.015,26,84,94,100,100,98,0,90,5.568,4.812,18,47,9.2,1,20,4.03,705,12.24,123,0,0,0,0,0,0,3.735,35.795,34.114,255,0.954,0.954,0.985,85.86
0.625,1966,72.5,1.6,1.011,26,84,94,100,100,98,0,90,4.812,4.048,18,47,7.9,1,20,4.03,705,12.12,123,0,0,0,0,0,0,3.104,34.511,32.824,255,0.95,0.95,0.989,85.5
0.671,1974,58,1.6,1.002,26,84,94,100,100,98,0,90,3.996,3.24,18,47,6.6,1,20,4.03,705,12.24,123,0,0,0,0,0,0,2.494,35.894,34.213,255,0.942,0.942,0.998,84.78
0.718,1955,70,1.6,1.009,26,84,94,100,100,98,0,90,4.664,3.908,18,47,7.6,1,20,4.03,704,12.24,123,0,0,0,0,0,0,2.98,35.598,33.915,255,0.948,0.948,0.992,85.32
0.765,1980,86,1.6,1.009,26,84,94,100,100,98,0,90,5.576,4.812,18,46,9.2,1,20,4.03,705,12.12,123,0,0,0,0,0,0,3.716,36.487,34.808,255,0.948,0.948,0.992,85.32
0.828,1967,72.3,1.6,1.011,26,84,94,100,100,98,0,90,4.776,4.02,18,46,7.8,1,20,4.03,704,12.24,123,0,0,0,0,0,0,3.084,35.795,34.114,255,0.95,0.95,0.989,85.5
0.875,1975,57.8,1.6,1.006,26,84,94,100,100,98,0,90,3.972,3.208,18,47,6.5,1,20,4.03,704,12.12,123,0,0,0,0,0,0,2.471,34.214,32.527,255,0.946,0.946,0.994,85.14
0.921,1972,71.8,1.6,1.009,26,84,94,100,100,98,0,90,4.744,3.988,18,47,7.8,1,20,4.03,704,12.24,123,0,0,0,0,0,0,3.067,35.499,33.816,255,0.948,0.948,0.992,85.32
0.968,1975,85.8,1.6,1.006,26,84,94,100,100,98,0,90,4.784,4.02,18,47,7.9,1,20,4.03,704,12.12,123,0,0,0,0,0,0,3.096,34.807,33.122,255,0.946,0.946,0.994,85.14
1.015,1997,85.8,1.6,1,26,84,94,100,100,98,0,90,5.54,4.784,18,47,9.2,1,20,4.03,704,12.24,123,0,0,0,0,0,0,3.726,36.981,35.304,255,0.94,0.94,1,84.6
1.062,1975,72.3,1.6,0.998,26,84,94,100,100,98,0,90,4.776,4.02,18,47,7.9,1,20,4.03,704,12.24,123,0,0,0,0,0,0,3.096,35.894,34.213,255,0.938,0.938,1.002,84.42
1.109,1982,58.5,1.6,1,26,84,94,100,100,98,0,90,4.028,3.272,18,47,6.7,1,20,4.03,704,12.24,123,0,0,0,0,0,0,2.529,36.289,34.609,255,0.94,0.94,1,84.6
1.156,1941,70.3,1.6,0.996,26,84,94,100,100,98,0,90,4.664,3.908,18,47,7.5,1,20,4.03,704,12.24,123,0,0,0,0,0,0,2.958,34.511,32.824,255,0.936,0.936,1.004,84.24
1.203,1984,85.8,1.6,1.006,26,84,94,100,100,98,0,90,5.54,4.784,18,46,9.2,1,20,4.03,704,12.24,123,0,0,0,0,0,0,3.702,35.697,34.014,255,0.946,0.946,0.994,85.14
1.25,1969,72.5,1.6,1.015,26,84,94,100,100,98,0,90,4.804,4.048,18,46,7.9,1,20,4.03,704,12.24,123,0,0,0,0,0,0,3.108,34.116,32.428,255,0.954,0.954,0.985,85.86
1.296,1975,58.5,1.6,1.015,26,84,94,100,100,98,0,90,4.028,3.272,18,47,6.6,1,20,4.03,704,12.24,123,0,0,0,0,0,0,2.52,36.981,35.304,255,0.954,0.954,0.985,85.86
1.343,1972,70.5,1.6,1.006,26,84,94,100,100,98,0,90,4.704,3.94,18,47,7.7,1,20,4.03,704,12.12,123,0,0,0,0,0,0,3.03,35.598,33.915,255,0.946,0.946,0.994,85.14
1.39,1990,85.5,1.6,1.002,26,84,94,100,100,98,0,90,5.54,4.784,18,47,9.2,1,20,4.03,704,12.24,123,0,0,0,0,0,0,3.713,34.412,32.725,255,0.942,0.942,0.998,84.78
1.437,1974,71.3,1.6,1.002,26,84,94,100,100,98,0,90,4.732,3.968,18,47,7.8,1,20,4.03,704,12.12,123,0,0,0,0,0,0,3.055,36.191,34.51,255,0.942,0.942,0.998,84.78
1.484,1978,58,1.6,1.002,26,84,94,100,100,98,0,90,3.996,3.24,18,47,6.6,1,20,4.03,704,12.24,123,0,0,0,0,0,0,2.499,34.906,33.221,255,0.942,0.942,0.998,84.78
1.531,1992,58.5,1.6,1,26,84,94,100,100,98,0,90,4.028,3.272,18,47,6.7,1,20,4.03,704,12.24,123,0,0,0,0,0,0,2.542,36.685,35.006,255,0.94,0.94,1,84.6
1.578,1976,70.3,1.6,1,26,84,94,100,100,98,0,90,4.664,3.908,18,47,7.7,1,20,4.03,704,12.24,123,0,0,0,0,0,0,3.012,35.005,33.32,255,0.94,0.94,1,84.6
1.625,1994,86,1.6,1.009,26,84,94,100,100,98,0,90,5.568,4.812,18,47,9.3,1,20,4.03,704,12.24,123,0,0,0,0,0,0,3.742,36.191,34.51,255,0.948,0.948,0.992,85.32
1.671,1959,72,1.6,1,26,84,94,100,100,98,0,90,4.776,4.02,18,47,7.8,1,20,4.03,704,12.24,123,0,0,0,0,0,0,3.071,34.511,32.824,255,0.94,0.94,1,84.6
1.718,1967,58.3,1.6,1.002,26,84,94,100,100,98,0,90,3.996,3.24,18,47,6.6,1,20,4.03,704,12.24,123,0,0,0,0,0,0,2.486,36.882,35.204,255,0.942,0.942,0.998,84.78
